gate_index,gate_name,split_time_s,exit_time_s,missed,retries,max_speed_m_s,cv_detection_rate
0,Gate00,1.907658338546753,1774819769.3629477,no,0,10.36,68.18%
1,Gate01,3.782695770263672,1774819773.1456435,no,0,11.38,52.08%
2,Gate02,3.207489252090454,1774819776.3531327,no,0,10.78,38.10%
3,Gate03,1.0340957641601562,1774819777.3872285,no,0,11.26,100.00%
4,Gate04,0.9038310050964355,1774819778.2910595,no,0,12.14,91.67%
5,Gate05,0.8387479782104492,1774819779.1298075,no,0,12.23,45.45%
6,Gate06,1.0643556118011475,1774819780.194163,no,0,11.95,86.67%
0,Gate00,2.2322568893432617,1774819796.2893567,no,0,9.88,21.43%
1,Gate01,0.934420108795166,1774819797.2237768,no,0,11.06,100.00%
2,Gate02,1.0326807498931885,1774819798.2564576,no,0,10.79,100.00%
3,Gate03,9.661854982376099,1774819807.9183125,no,0,11.91,57.14%
4,Gate04,1.3524227142333984,1774819809.2707353,no,0,10.82,94.74%
5,Gate05,1.1380798816680908,1774819810.4088151,no,0,10.93,87.50%
0,Gate00,2.165379047393799,1774819828.888767,no,0,10.55,96.67%
1,Gate01,0.9105582237243652,1774819829.7993252,no,0,11.06,100.00%
2,Gate02,0.9809832572937012,1774819830.7803085,no,0,12.75,100.00%
3,Gate03,0.9698798656463623,1774819831.7501884,no,0,13.93,92.86%
4,Gate04,0.7568697929382324,1774819832.5070581,no,0,13.89,66.67%
5,Gate05,0.8476521968841553,1774819833.3547103,no,0,13.54,100.00%
6,Gate06,1.2036056518554688,1774819834.558316,no,0,11.78,50.00%
7,Gate07,1.4666295051574707,1774819836.0249455,no,0,11.06,45.45%
8,Gate08,3.3884921073913574,1774819839.4134376,no,0,14.39,87.23%
10,Gate10_21,0.8424599170684814,1774819840.2558975,no,0,14.59,91.67%
11,Gate11_23,1.8264267444610596,1774819842.0823243,no,0,10.50,92.00%
0,Gate00,2.047494411468506,1774819849.7293243,no,0,10.10,61.29%
1,Gate01,9.419450521469116,1774819859.1487749,no,0,11.06,47.31%
2,Gate02,1.4032604694366455,1774819860.5520353,no,0,9.83,100.00%
3,Gate03,1.075028419494629,1774819861.6270638,no,0,11.18,100.00%
4,Gate04,0.9959158897399902,1774819862.6229796,no,0,12.35,33.33%
5,Gate05,0.7165207862854004,1774819863.3395004,no,0,12.11,83.33%
6,Gate06,1.1434617042541504,1774819864.4829621,no,0,11.17,72.22%
0,Gate00,2.075251340866089,1774819882.0611992,no,0,10.44,78.12%
1,Gate01,0.8956828117370605,1774819882.956882,no,0,11.46,100.00%
2,Gate02,1.063222885131836,1774819884.020105,no,0,12.23,100.00%
3,Gate03,0.9449155330657959,1774819884.9650204,no,0,14.18,100.00%
4,Gate04,0.7736055850982666,1774819885.738626,no,0,14.63,91.67%
5,Gate05,0.765247106552124,1774819886.503873,no,0,14.70,100.00%
6,Gate06,1.0559279918670654,1774819887.559801,no,0,13.53,70.59%
7,Gate07,4.747213363647461,1774819892.3070145,no,0,16.67,80.28%
0,Gate00,2.2607827186584473,1774819906.6566653,no,0,9.44,100.00%
0,Gate00,2.2759785652160645,1774820544.2281423,no,0,10.55,96.77%
1,Gate01,0.8549990653991699,1774820545.0831413,no,0,11.54,50.00%
0,Gate00,2.1296591758728027,1774820565.9349833,no,0,10.44,90.00%
1,Gate01,0.8610560894012451,1774820566.7960393,no,0,11.58,100.00%
2,Gate02,1.062248945236206,1774820567.8582883,no,0,11.67,100.00%
3,Gate03,0.9893791675567627,1774820568.8476675,no,0,13.54,100.00%
4,Gate04,0.853217601776123,1774820569.700885,no,0,14.73,33.33%
5,Gate05,0.7615995407104492,1774820570.4624846,no,0,14.88,100.00%
6,Gate06,1.0151643753051758,1774820571.477649,no,0,13.53,100.00%
0,Gate00,2.373716354370117,1774820671.0048308,no,0,10.59,80.65%
1,Gate01,0.8033015727996826,1774820671.8091352,no,0,10.73,90.91%
2,Gate02,3.3363592624664307,1774820675.1454945,no,0,14.21,73.91%
5,Gate05,1.312272310256958,1774820676.4577668,no,0,13.79,84.21%
6,Gate06,1.478346586227417,1774820677.9361134,no,0,11.12,27.27%
7,Gate07,3.2419016361236572,1774820681.178015,no,0,11.19,97.83%
9,Gate09,1.0609676837921143,1774820682.2389827,no,0,10.82,100.00%
10,Gate10_21,1.151982307434082,1774820683.390965,no,0,10.55,100.00%
11,Gate11_23,0.921025276184082,1774820684.3119903,no,0,12.29,100.00%
0,Gate00,2.319976806640625,1774820696.3678477,no,0,10.42,100.00%
1,Gate01,0.8540856838226318,1774820697.2219334,no,0,11.64,100.00%
2,Gate02,1.095975637435913,1774820698.317909,no,0,12.08,100.00%
3,Gate03,7.947968482971191,1774820706.2658775,no,0,16.56,83.05%
11,Gate11_23,0.6304328441619873,1774820706.8963103,no,0,17.08,72.73%
0,Gate00,2.1588916778564453,1774820731.5586498,no,0,9.92,59.38%
1,Gate01,0.8964104652404785,1774820732.4550602,no,0,11.57,92.86%
2,Gate02,3.366396188735962,1774820735.8214564,no,0,15.46,69.64%
5,Gate05,0.7177772521972656,1774820736.5392337,no,0,15.57,91.67%
6,Gate06,0.9283447265625,1774820737.4675784,no,0,14.22,87.50%
7,Gate07,1.6154470443725586,1774820739.0830255,no,0,10.24,11.11%
8,Gate08,0.8730278015136719,1774820739.9560533,no,0,10.33,86.67%
9,Gate09,2.167229413986206,1774820742.1232827,no,0,9.96,42.11%
10,Gate10_21,1.0774364471435547,1774820743.200719,no,0,11.63,16.67%
11,Gate11_23,0.8337507247924805,1774820744.0344698,no,0,12.52,100.00%
0,Gate00,2.5554654598236084,1774820762.496293,no,0,6.22,100.00%
0,Gate00,2.1733202934265137,1774820936.7060862,no,0,10.27,100.00%
1,Gate01,0.8244779109954834,1774820937.530564,no,0,11.45,100.00%
2,Gate02,1.1614971160888672,1774820938.6920612,no,0,11.26,100.00%
3,Gate03,2.7027664184570312,1774820941.3948276,no,0,16.20,88.10%
6,Gate06,5.3361616134643555,1774820946.7309892,no,0,16.33,74.07%
11,Gate11_23,8.899862289428711,1774820955.6308515,no,0,16.34,43.01%
0,Gate00,2.2916738986968994,1774820968.9849098,no,0,9.96,100.00%
1,Gate01,0.842914342880249,1774820969.827824,no,0,11.67,100.00%
2,Gate02,3.4034171104431152,1774820973.2312412,no,0,15.79,76.92%
5,Gate05,0.673130989074707,1774820973.9043722,no,0,15.84,100.00%
6,Gate06,1.5298175811767578,1774820975.4341898,no,0,14.41,73.91%
7,Gate07,1.3137366771697998,1774820976.7479265,no,0,10.82,71.43%
8,Gate08,3.4630215167999268,1774820980.210948,no,0,13.92,100.00%
10,Gate10_21,3.1188366413116455,1774820983.3297846,no,0,13.89,82.00%
11,Gate11_23,2.0543484687805176,1774820985.384133,no,0,10.53,38.24%
0,Gate00,2.171877384185791,1774821009.756781,no,0,9.64,100.00%
1,Gate01,0.9642412662506104,1774821010.7210224,no,0,11.28,100.00%
2,Gate02,3.3332948684692383,1774821014.0543172,no,0,15.52,87.76%
5,Gate05,0.6977479457855225,1774821014.7520652,no,0,15.58,100.00%
6,Gate06,0.8975038528442383,1774821015.649569,no,0,13.50,80.00%
7,Gate07,1.1400120258331299,1774821016.789581,no,0,11.97,88.89%
8,Gate08,3.737926959991455,1774821020.527508,no,0,16.08,75.86%
0,Gate00,2.1252353191375732,1774821035.5820441,no,0,10.13,62.50%
1,Gate01,0.8228874206542969,1774821036.4049315,no,0,11.59,100.00%
2,Gate02,1.177091121673584,1774821037.5820227,no,0,11.89,100.00%
3,Gate03,8.071050882339478,1774821045.6530735,no,0,16.38,88.00%
11,Gate11_23,8.891635656356812,1774821054.5447092,no,0,16.43,31.91%
0,Gate00,2.2305314540863037,1774821065.599474,no,0,10.23,84.38%
1,Gate01,0.8614184856414795,1774821066.4608924,no,0,11.80,91.67%
2,Gate02,3.530926465988159,1774821069.991819,no,0,15.62,84.21%
5,Gate05,0.6401567459106445,1774821070.6319757,no,0,15.74,100.00%
6,Gate06,9.227447032928467,1774821079.8594227,no,0,14.39,65.22%
7,Gate07,1.4561755657196045,1774821081.3155982,no,0,8.78,100.00%
8,Gate08,2.0793890953063965,1774821083.3949873,no,0,9.45,100.00%
9,Gate09,1.8046350479125977,1774821085.1996224,no,0,11.37,92.59%
10,Gate10_21,0.8817446231842041,1774821086.081367,no,0,13.15,100.00%
11,Gate11_23,0.7575697898864746,1774821086.8389368,no,0,14.31,81.82%
0,Gate00,2.1178793907165527,1774821110.8075147,no,0,9.74,3.45%
1,Gate01,0.8368690013885498,1774821111.6443837,no,0,11.32,100.00%
2,Gate02,1.1495258808135986,1774821112.7939095,no,0,11.34,100.00%
3,Gate03,1.7847044467926025,1774821114.578614,no,0,15.45,23.08%
5,Gate05,0.8127851486206055,1774821115.3913991,no,0,15.35,100.00%
6,Gate06,6.134917974472046,1774821121.5263171,no,0,16.15,79.49%
0,Gate00,2.2000017166137695,1774821136.229832,no,0,9.79,60.71%
1,Gate01,1.0049934387207031,1774821137.2348254,no,0,10.08,85.71%
2,Gate02,1.3664062023162842,1774821138.6012316,no,0,10.26,94.12%
3,Gate03,1.0697219371795654,1774821139.6709535,no,0,13.41,100.00%
4,Gate04,2.5699498653411865,1774821142.2409034,no,0,14.05,54.29%
5,Gate05,1.8104171752929688,1774821144.0513206,no,0,8.33,15.38%
6,Gate06,1.1875462532043457,1774821145.2388668,no,0,11.28,75.00%
7,Gate07,0.9307591915130615,1774821146.169626,no,0,10.85,76.92%
8,Gate08,1.2247343063354492,1774821147.3943603,no,0,9.63,100.00%
9,Gate09,1.1338133811950684,1774821148.5281737,no,0,12.24,75.00%
10,Gate10_21,0.9457101821899414,1774821149.4738839,no,0,13.73,92.31%
11,Gate11_23,1.6660346984863281,1774821151.1399186,no,0,13.50,40.91%
0,Gate00,2.4581313133239746,1774821175.0337005,no,0,9.24,82.76%
1,Gate01,35.26391363143921,1774821210.297614,no,0,9.36,68.18%
2,Gate02,1.2869675159454346,1774821211.5845816,no,0,10.24,100.00%
3,Gate03,2.220989465713501,1774821213.805571,no,0,11.12,100.00%
4,Gate04,2.12516713142395,1774821215.9307382,no,0,11.28,96.15%
5,Gate05,2.483349561691284,1774821218.4140878,no,0,9.75,55.88%
6,Gate06,1.4257621765136719,1774821219.83985,no,0,11.23,30.00%
7,Gate07,14.768914699554443,1774821234.6087646,no,0,13.30,62.39%
9,Gate09,1.4758989810943604,1774821236.0846636,no,0,10.07,100.00%
10,Gate10_21,1.9377517700195312,1774821238.0224154,no,0,11.28,66.67%
11,Gate11_23,0.87921142578125,1774821238.9016268,no,0,12.85,92.31%
0,Gate00,2.170746088027954,1774821252.7972434,no,0,9.76,86.67%
1,Gate01,0.9636945724487305,1774821253.760938,no,0,10.43,100.00%
2,Gate02,1.2207887172698975,1774821254.9817266,no,0,11.19,100.00%
3,Gate03,2.8329949378967285,1774821257.8147216,no,0,11.03,100.00%
4,Gate04,1.5450708866119385,1774821259.3597925,no,0,10.47,15.79%
5,Gate05,1.4489657878875732,1774821260.8087583,no,0,11.23,85.00%
6,Gate06,1.4759306907653809,1774821262.284689,no,0,10.30,22.73%
7,Gate07,4.046939849853516,1774821266.3316288,no,0,14.53,70.59%
10,Gate10_21,1.1801705360412598,1774821267.5117993,no,0,14.44,100.00%
11,Gate11_23,1.7679352760314941,1774821269.2797346,no,0,10.12,25.93%
0,Gate00,2.199885368347168,1774821293.2360597,no,0,10.33,54.55%
1,Gate01,0.8698599338531494,1774821294.1059196,no,0,11.69,100.00%
2,Gate02,1.047652006149292,1774821295.1535716,no,0,12.47,100.00%
3,Gate03,8.048014640808105,1774821303.2015862,no,0,16.98,62.10%
11,Gate11_23,0.6359140872955322,1774821303.8375003,no,0,16.98,50.00%
0,Gate00,2.237659215927124,1774821329.0567849,no,0,8.91,79.41%
1,Gate01,0.9840109348297119,1774821330.0407958,no,0,10.10,100.00%
2,Gate02,2.561985731124878,1774821332.6032863,no,0,13.99,90.00%
4,Gate04,0.8362019062042236,1774821333.4394882,no,0,14.15,76.92%
5,Gate05,1.192586898803711,1774821334.632075,no,0,13.98,57.89%
6,Gate06,1.7231812477111816,1774821336.3552563,no,0,9.98,22.22%
7,Gate07,2.405467987060547,1774821338.7607243,no,0,10.00,57.89%
8,Gate08,1.0033447742462158,1774821339.764069,no,0,10.54,93.33%
9,Gate09,1.1953399181365967,1774821340.959409,no,0,10.78,88.24%
0,Gate00,2.143993377685547,1774821354.4368725,no,0,9.87,89.66%
1,Gate01,2.60667085647583,1774821357.0435433,no,0,11.00,100.00%
2,Gate02,1.437248945236206,1774821358.4807923,no,0,12.12,85.71%
3,Gate03,0.9633755683898926,1774821359.4441679,no,0,12.85,69.23%
4,Gate04,8.052454710006714,1774821367.4966226,no,0,17.79,89.74%
0,Gate00,2.270433187484741,1774821391.5957022,no,0,10.76,43.75%
1,Gate01,0.7518928050994873,1774821392.347595,no,0,11.82,100.00%
2,Gate02,1.1416029930114746,1774821393.489198,no,0,12.15,100.00%
3,Gate03,8.18500566482544,1774821401.6742036,no,0,17.83,88.07%
11,Gate11_23,1.4464833736419678,1774821403.120687,no,0,15.77,100.00%
0,Gate00,2.4382283687591553,1774821415.2819498,no,0,9.04,61.11%
1,Gate01,0.8838348388671875,1774821416.1657846,no,0,11.58,38.46%
2,Gate02,3.2373411655426025,1774821419.4031258,no,0,14.69,74.47%
5,Gate05,0.69339919090271,1774821420.096525,no,0,14.84,100.00%
6,Gate06,0.8274545669555664,1774821420.9239795,no,0,13.50,25.00%
0,Gate00,2.1713461875915527,1774821440.1127682,no,0,10.40,41.94%
1,Gate01,0.81888747215271,1774821440.9316556,no,0,11.77,91.67%
2,Gate02,1.055588722229004,1774821441.9872444,no,0,12.27,100.00%
3,Gate03,0.9082756042480469,1774821442.89552,no,0,13.79,100.00%
4,Gate04,0.7903087139129639,1774821443.6858287,no,0,14.87,100.00%
5,Gate05,0.7570874691009521,1774821444.4429162,no,0,15.10,100.00%
6,Gate06,0.9658536911010742,1774821445.4087698,no,0,14.42,93.75%
7,Gate07,4.8400139808654785,1774821450.2487838,no,0,17.00,87.84%
0,Gate00,2.0965824127197266,1774821465.735679,no,0,10.15,25.00%
1,Gate01,0.874096155166626,1774821466.609775,no,0,11.64,100.00%
2,Gate02,1.1155433654785156,1774821467.7253184,no,0,11.51,100.00%
3,Gate03,2.6064937114715576,1774821470.3318121,no,0,15.96,75.61%
6,Gate06,5.457517147064209,1774821475.7893293,no,0,16.68,68.29%
11,Gate11_23,1.1544251441955566,1774821476.9437544,no,0,16.86,75.00%
0,Gate00,2.177661418914795,1774821500.4504614,no,0,9.17,100.00%
1,Gate01,0.9056158065795898,1774821501.3560772,no,0,11.55,100.00%
2,Gate02,3.569833517074585,1774821504.9259107,no,0,15.35,87.23%
5,Gate05,0.7072634696960449,1774821505.6331742,no,0,15.40,60.00%
6,Gate06,0.7622895240783691,1774821506.3954637,no,0,14.10,50.00%
0,Gate00,1.7679150104522705,1774821533.321478,no,0,9.66,100.00%
1,Gate01,0.9527697563171387,1774821534.2742476,no,0,10.99,92.31%
2,Gate02,0.9841933250427246,1774821535.258441,no,0,13.08,100.00%
3,Gate03,0.8257215023040771,1774821536.0841625,no,0,15.00,100.00%
4,Gate04,0.8433871269226074,1774821536.9275496,no,0,15.74,71.43%
5,Gate05,6.315743684768677,1774821543.2432933,no,0,16.61,85.42%
11,Gate11_23,1.6683409214019775,1774821544.9116342,no,0,16.49,55.56%
0,Gate00,2.160226821899414,1774821567.7586658,no,0,9.45,96.77%
0,Gate00,2.2385010719299316,1774821749.2776847,no,0,10.26,100.00%
1,Gate01,0.889937162399292,1774821750.1676219,no,0,11.81,100.00%
2,Gate02,12.245118856430054,1774821762.4127407,no,0,16.84,87.41%
6,Gate06,1.5622069835662842,1774821763.9749477,no,0,10.11,75.00%
7,Gate07,2.990501880645752,1774821766.9654496,no,0,10.90,79.17%
8,Gate08,3.683210611343384,1774821770.6486602,no,0,16.10,94.44%
11,Gate11_23,1.7290802001953125,1774821772.3777404,no,0,17.22,65.52%
0,Gate00,2.410325765609741,1774821796.034794,no,0,10.07,78.79%
1,Gate01,1.0117292404174805,1774821797.0465233,no,0,12.67,33.33%
2,Gate02,3.5498440265655518,1774821800.5963674,no,0,13.28,100.00%
4,Gate04,3.0344913005828857,1774821803.6308587,no,0,14.23,91.30%
6,Gate06,2.264955759048462,1774821805.8958144,no,0,12.00,93.33%
7,Gate07,10.546054601669312,1774821816.441869,no,0,8.47,28.18%
8,Gate08,1.2643046379089355,1774821817.7061737,no,0,10.03,100.00%
9,Gate09,2.063398599624634,1774821819.7695723,no,0,15.41,90.00%
11,Gate11_23,2.248825788497925,1774821822.018398,no,0,15.92,100.00%
0,Gate00,2.1644670963287354,1774821834.1094272,no,0,9.09,88.24%
1,Gate01,0.9092621803283691,1774821835.0186894,no,0,11.99,100.00%
2,Gate02,4.850751638412476,1774821839.869441,no,0,15.42,46.67%
5,Gate05,1.6766302585601807,1774821841.5460713,no,0,10.32,0.00%
0,Gate00,2.175783157348633,1774821860.3164833,no,0,11.07,45.16%
1,Gate01,9.293119668960571,1774821869.609603,no,0,12.81,5.62%
2,Gate02,1.2538750171661377,1774821870.863478,no,0,10.85,100.00%
3,Gate03,1.014061689376831,1774821871.8775396,no,0,11.89,100.00%
4,Gate04,0.8486671447753906,1774821872.7262068,no,0,13.23,50.00%
5,Gate05,0.7685089111328125,1774821873.4947157,no,0,13.34,81.82%
6,Gate06,6.05687952041626,1774821879.5515952,no,0,17.76,95.60%
0,Gate00,2.242424964904785,1774821902.2022326,no,0,10.19,100.00%
1,Gate01,0.9893815517425537,1774821903.1916142,no,0,11.37,100.00%
2,Gate02,10.933399438858032,1774821914.1250136,no,0,17.87,84.71%
10,Gate10_21,1.3387939929962158,1774821915.4638076,no,0,11.99,95.00%
11,Gate11_23,0.8922567367553711,1774821916.3560643,no,0,12.10,100.00%
0,Gate00,9.247870922088623,1774821934.8815076,no,0,10.26,56.98%
1,Gate01,1.317795991897583,1774821936.1993036,no,0,10.52,52.94%
2,Gate02,3.338191270828247,1774821939.537495,no,0,15.01,79.17%
5,Gate05,0.7684457302093506,1774821940.3059406,no,0,15.07,41.67%
6,Gate06,0.9533970355987549,1774821941.2593377,no,0,13.01,38.46%
7,Gate07,4.4191789627075195,1774821945.6785166,no,0,15.54,83.87%
11,Gate11_23,0.653156042098999,1774821946.3316727,no,0,15.63,90.00%
0,Gate00,2.3515830039978027,1774821961.3873138,no,0,10.49,96.97%
1,Gate01,3.6513381004333496,1774821965.038652,no,0,12.09,97.96%
0,Gate00,2.3270697593688965,1774822110.322499,no,0,9.37,86.49%
1,Gate01,8.858684778213501,1774822119.1811838,no,0,11.36,25.25%
2,Gate02,1.3149075508117676,1774822120.4960914,no,0,10.38,100.00%
3,Gate03,1.063192367553711,1774822121.5592837,no,0,11.16,100.00%
4,Gate04,0.9788365364074707,1774822122.5381203,no,0,12.40,88.24%
5,Gate05,0.8343312740325928,1774822123.3724515,no,0,12.00,100.00%
6,Gate06,1.1416029930114746,1774822124.5140545,no,0,12.01,89.47%
0,Gate00,2.217972993850708,1774822141.2379842,no,0,9.82,52.78%
1,Gate01,0.8347682952880859,1774822142.0727525,no,0,11.67,100.00%
2,Gate02,1.1960694789886475,1774822143.268822,no,0,11.72,90.00%
0,Gate00,2.1174492835998535,1774822163.5045593,no,0,10.33,61.76%
1,Gate01,0.8650834560394287,1774822164.3696427,no,0,11.18,100.00%
2,Gate02,0.9751396179199219,1774822165.3447824,no,0,13.14,100.00%
3,Gate03,0.8447659015655518,1774822166.1895483,no,0,15.41,100.00%
4,Gate04,7.153817176818848,1774822173.3433654,no,0,16.67,89.92%
11,Gate11_23,1.9651811122894287,1774822175.3085465,no,0,10.61,59.38%
0,Gate00,2.0491769313812256,1774822198.9619565,no,0,9.85,93.55%
1,Gate01,0.8363595008850098,1774822199.798316,no,0,11.79,92.86%
2,Gate02,4.317713260650635,1774822204.1160293,no,0,16.41,92.42%
6,Gate06,8.955718278884888,1774822213.0717475,no,0,15.47,51.58%
7,Gate07,1.2962133884429932,1774822214.367961,no,0,9.59,100.00%
8,Gate08,1.105708122253418,1774822215.473669,no,0,9.77,100.00%
9,Gate09,1.0584924221038818,1774822216.5321615,no,0,13.13,83.33%
10,Gate10_21,0.8583729267120361,1774822217.3905344,no,0,14.57,100.00%
11,Gate11_23,0.6412456035614014,1774822218.03178,no,0,14.46,63.64%
0,Gate00,9.365626811981201,1774822238.7706785,no,0,9.17,67.37%
1,Gate01,1.205836296081543,1774822239.9765148,no,0,10.04,95.00%
2,Gate02,2.7447924613952637,1774822242.7213073,no,0,12.76,100.00%
4,Gate04,0.785205602645874,1774822243.5065129,no,0,13.75,50.00%
5,Gate05,0.8863556385040283,1774822244.3928685,no,0,13.02,86.67%
6,Gate06,5.484992504119873,1774822249.877861,no,0,15.48,87.64%
11,Gate11_23,0.6695551872253418,1774822250.5474162,no,0,15.54,63.64%
0,Gate00,2.20955753326416,1774822266.088768,no,0,10.47,0.00%
1,Gate01,0.8025035858154297,1774822266.8912716,no,0,11.70,0.00%
2,Gate02,9.293338775634766,1774822276.1846104,no,0,16.78,63.16%
11,Gate11_23,0.6068077087402344,1774822276.791418,no,0,16.83,0.00%
0,Gate00,2.214153528213501,1774822302.037616,no,0,9.95,97.06%
1,Gate01,0.9338822364807129,1774822302.9714983,no,0,11.97,92.86%
2,Gate02,4.026296377182007,1774822306.9977946,no,0,16.99,81.82%
6,Gate06,8.198313474655151,1774822315.196108,no,0,18.45,93.89%
0,Gate00,1.9084668159484863,1774822338.5888155,no,0,9.63,100.00%
1,Gate01,0.8692560195922852,1774822339.4580715,no,0,11.47,100.00%
2,Gate02,9.953084945678711,1774822349.4111564,no,0,17.00,80.79%
0,Gate00,2.3249223232269287,1774822375.6403487,no,0,8.57,97.44%
1,Gate01,0.9264998435974121,1774822376.5668485,no,0,10.91,93.33%
2,Gate02,3.3373470306396484,1774822379.9041955,no,0,14.45,100.00%
5,Gate05,0.7503340244293213,1774822380.6545296,no,0,14.55,100.00%
6,Gate06,1.551433801651001,1774822382.2059634,no,0,13.71,80.77%
7,Gate07,2.3014423847198486,1774822384.5074058,no,0,8.86,78.38%
8,Gate08,1.4472670555114746,1774822385.9546728,no,0,8.97,95.83%
9,Gate09,3.665870428085327,1774822389.6205432,no,0,10.66,85.25%
10,Gate10_21,1.7767019271850586,1774822391.3972452,no,0,10.13,68.97%
11,Gate11_23,2.33923602104187,1774822393.7364812,no,0,11.58,100.00%
0,Gate00,2.2742416858673096,1774822418.0247934,no,0,9.89,72.97%
1,Gate01,0.9828367233276367,1774822419.00763,no,0,11.13,46.67%
2,Gate02,1.7525594234466553,1774822420.7601895,no,0,10.66,0.00%
3,Gate03,0.9020576477050781,1774822421.6622472,no,0,13.49,33.33%
4,Gate04,0.8987109661102295,1774822422.5609581,no,0,13.08,100.00%
5,Gate05,0.8983726501464844,1774822423.4593308,no,0,12.49,73.33%
6,Gate06,1.0574085712432861,1774822424.5167394,no,0,12.92,100.00%
0,Gate00,2.17803692817688,1774822446.414407,no,0,9.65,19.44%
1,Gate01,0.9872150421142578,1774822447.401622,no,0,11.14,100.00%
2,Gate02,1.0361757278442383,1774822448.4377978,no,0,10.96,100.00%
3,Gate03,1.00958251953125,1774822449.4473803,no,0,13.29,100.00%
4,Gate04,0.7964911460876465,1774822450.2438715,no,0,14.14,46.15%
5,Gate05,0.6969120502471924,1774822450.9407835,no,0,13.90,50.00%
6,Gate06,1.2194011211395264,1774822452.1601846,no,0,12.93,90.00%
7,Gate07,3.4190738201141357,1774822455.5792584,no,0,14.56,94.34%
10,Gate10_21,0.8072667121887207,1774822456.3865252,no,0,14.87,100.00%
11,Gate11_23,0.7481570243835449,1774822457.1346822,no,0,14.89,58.33%
0,Gate00,2.3485217094421387,1774822471.2243657,no,0,9.41,100.00%
1,Gate01,0.894536018371582,1774822472.1189017,no,0,10.67,100.00%
2,Gate02,1.304429531097412,1774822473.4233313,no,0,11.07,100.00%
3,Gate03,1.05014967918396,1774822474.473481,no,0,12.93,100.00%
4,Gate04,0.8306372165679932,1774822475.3041182,no,0,13.95,35.71%
5,Gate05,0.7508363723754883,1774822476.0549545,no,0,13.91,100.00%
6,Gate06,1.1334125995635986,1774822477.1883671,no,0,12.09,45.00%
0,Gate00,2.247936725616455,1774822553.0103538,no,0,9.92,76.47%
1,Gate01,0.8702480792999268,1774822553.880602,no,0,11.43,92.86%
2,Gate02,4.087584018707275,1774822557.968186,no,0,16.24,56.67%
6,Gate06,0.8392109870910645,1774822558.807397,no,0,15.42,69.23%
0,Gate00,2.1440412998199463,1774822577.2263198,no,0,10.61,70.37%
1,Gate01,0.9112958908081055,1774822578.1376157,no,0,11.56,100.00%
2,Gate02,1.375255823135376,1774822579.5128715,no,0,11.29,66.67%
3,Gate03,1.1980056762695312,1774822580.7108772,no,0,11.37,80.00%
4,Gate04,1.9245820045471191,1774822582.6354592,no,0,14.18,20.00%
6,Gate06,0.8747820854187012,1774822583.5102413,no,0,13.99,61.54%
0,Gate00,2.108379602432251,1774822603.6809976,no,0,10.17,72.73%
1,Gate01,0.8509202003479004,1774822604.5319178,no,0,11.76,100.00%
2,Gate02,1.0984265804290771,1774822605.6303444,no,0,12.53,100.00%
3,Gate03,7.867644309997559,1774822613.4979887,no,0,17.07,69.92%
11,Gate11_23,9.08870244026184,1774822622.5866911,no,0,16.66,48.94%
0,Gate00,2.213360548019409,1774822633.5102127,no,0,9.93,79.41%
1,Gate01,0.9166202545166016,1774822634.426833,no,0,11.41,38.46%
2,Gate02,4.026289463043213,1774822638.4531224,no,0,16.23,74.60%
6,Gate06,0.8760261535644531,1774822639.3291485,no,0,14.69,100.00%
0,Gate00,2.1068098545074463,1774822656.894202,no,0,10.51,84.85%
1,Gate01,0.8799464702606201,1774822657.7741485,no,0,11.25,100.00%
2,Gate02,1.0596892833709717,1774822658.8338377,no,0,13.02,100.00%
3,Gate03,0.9155173301696777,1774822659.749355,no,0,13.39,100.00%
4,Gate04,0.8428840637207031,1774822660.5922391,no,0,13.66,21.43%
5,Gate05,1.653724193572998,1774822662.2459633,no,0,13.92,100.00%
6,Gate06,2.088819980621338,1774822664.3347833,no,0,8.09,96.88%
7,Gate07,1.2945489883422852,1774822665.6293323,no,0,10.15,100.00%
8,Gate08,0.846611738204956,1774822666.475944,no,0,10.29,100.00%
9,Gate09,1.2028183937072754,1774822667.6787624,no,0,10.99,94.44%
10,Gate10_21,2.3196604251861572,1774822669.9984229,no,0,12.32,100.00%
11,Gate11_23,1.6074321269989014,1774822671.605855,no,0,9.81,85.19%
0,Gate00,2.236103057861328,1774823295.8094807,no,0,10.45,94.74%
1,Gate01,9.001066446304321,1774823304.810547,no,0,11.48,34.34%
2,Gate02,1.4086177349090576,1774823306.2191648,no,0,10.12,25.00%
3,Gate03,1.060434341430664,1774823307.2795992,no,0,11.05,100.00%
4,Gate04,0.9173827171325684,1774823308.196982,no,0,11.43,93.75%
5,Gate05,0.9087245464324951,1774823309.1057065,no,0,11.24,100.00%
6,Gate06,1.1603128910064697,1774823310.2660193,no,0,11.59,90.00%
7,Gate07,4.967087268829346,1774823315.2331066,no,0,14.80,73.81%
0,Gate00,2.3033089637756348,1774823327.681878,no,0,8.94,68.42%
1,Gate01,1.4338653087615967,1774823329.1157434,no,0,11.77,88.00%
2,Gate02,1.5071735382080078,1774823330.622917,no,0,11.87,100.00%
3,Gate03,12.184355020523071,1774823342.807272,no,0,15.16,48.39%
7,Gate07,1.401447057723999,1774823344.208719,no,0,9.63,100.00%
8,Gate08,1.1078174114227295,1774823345.3165364,no,0,11.19,100.00%
9,Gate09,0.9839861392974854,1774823346.3005226,no,0,13.52,88.24%
